질문,답변
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['해당', '포지션', '프로그램', '어스', '자율', '주행', '데브', '코스', '기', '수강', '채용', '연계', '진행', '지원', '시', '절차', '점', '참고', '부탁', '서비스', '로봇', '개발자', '에스티피', 'Perception', 'Who', 'We', 'Are', '실외', '실내', '지역', '가능', '개발', '목표', '주변', '환경', '날씨', '장애물', '악조건', '배달', '스타트업', '기업', '지속', '투자', '알고리즘 개발', '전문', '인력', '무', '물류', '배송', '운행', '솔루션', '국내', '무인', '사업', '선도', 'Web', 'Page', 'www.stpc.ai', 'http', 'Our', 'Robots', 'Operation', 'Videos', 'ng', 'RvOTFylPGGd', 'FAg', 'Job', 'Description', '주요', '업무', 'Lidar', 'Vision', 'Based', 'Object', 'Detection', 'Segmentation', 'Pose', 'Estimation', 'Tracking', 'etc', 'via', 'Deep', 'LearningWhat', 'Should', 'You', 'Expect', 'Working', 'with', 'Us', '관련', '기술', '경험', 'Camera', 'ROS', 'C', 'Phyton', '언어', 'How', 'Work', '복장', '자유', '야근', '칼', '퇴근', '주말', '출근', '무료', '제공', '연말', '개별', '평가', '상여', '급', '지급에스티피씨', '솔루션 개발', '기회', '경력', '최고', '수준', '급여', '지급', '관심', 'Python', 'Image', 'Processing']","{'언어': ['Python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['프리스타일', '시리즈', '게임', '라이브', '서비스', '컨텐츠', '개발', '코드', '설계', '리팩토링', '라이브러리', '툴', '구현', '업데이트', '환경', 'vs', 'C', 'MSSQL', 'AWS', '이상', '서버', '경력', '언어', '프로그래밍', '네트워크', 'Multi', 'Thread', '경험자', 'MS', 'SQL', '사용', '가능']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['사이트', '에이스', '손해', '보험', '업무', '명', '통합', '유지', '보수', '운영', '웹', '시스템', '파트', '스킬', 'JAVA', '프론트', '백', '엔드', '경험자', '우대', '등급', '고급', '기간', '이후', '연장', '가능', '장소', '종로구', '종로', '길']","{'언어': ['JAVA'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['서비스', 'Backend', 'Frontend', '개발', 'AWS', 'Kuberntes', '관리', 'Test', 'Case', '분석', '설계', 'Java', 'Spring Framework', '경력자', 'React', 'Framework', 'HTML5', 'SCSS', '경험자', 'Mysql', 'DB', 'Restful API', '웹', '퍼블리싱']","{'언어': ['Java'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['In', 'vehicle', 'Infotainment', 'System', '개발', 'C', '이용', 'Middleware', 'SW', 'D', 'Bus', '통신', 'IPC', '설계', 'Navigation', 'Qt', 'HMI', '기능', '차량', 'MCU', 'Automotive', 'CAN', 'A', 'B', 'FD', 'J', 'interface', '경력', '신입', '년수', '무관', '연구원', '선임', '책임', '신입사원', '연봉', 'PS', '포함', '최대']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['프리스타일', '시리즈', '게임', '라이브', '서비스', '컨텐츠', '개발', '인', '로직', '밸런스', '활용', '시스템', '코드', '설계', '구현', '관리', '디버깅', '각종', '라이브러리', '툴', '탑재', '업데이트', '이상', '관련', '경력', '보유', 'C', '사용', '객체', '지향', '프로그래밍', '이해', '가능']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['정부', '지원', 'R', 'D', '과제', 'PM', 'PL', '실무', '수행', '국책', '경험자', '어플리케이션', '웹 개발', '경력', '성과', '관리', '특허', '소프트웨어', '등록', '보고서', '작성', '가상', '머신', '이해', 'QEMU', 'XEN', '네트워크', '지식', 'L', '스위치', '설정', 'VLan']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['임베디드', '개발', '환경', '난독화', '보안', '솔루션 개발', '국책', '과제', '수행', 'Java', '프로그램', '개발자', '알고리즘', '디자인', '패턴', '적용', '가능', 'Linux', 'Unix', '응용', '경험']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['G', 'IoT', '융합', '서비스', '연구', '개발', '기술', '기반', '해양', '공공', '안전', '사업', '기획', '수행', '드론', '원격', '제어', '웹', '솔루션', '국가', 'R', 'D', '프로젝트', '참여', '최신', 'Fullstack', '데이터 분석', '시각', 'GIS', '응용', 'OpenLayers', 'Google', 'Map', 'Ces', 'iumJS.', '경력', '최소', '이상', '관련', '전공', '전산학', '컴퓨터', '공학', '학사', '동등', '학력', '보유']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['신규', '고객', '발굴', '기존', '관리', '데이터', '분야', '영업', '전략', '수립', '수행', '국내외', '파트너', '제안', '서', '작성', '주도', '업무', '진행', '가능', '분', 'S', 'W', '경험']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['레이저', '마킹', '용접', '자동', 'S', 'W', '개발', '자동화', '장비', '광', '계측', '관련', '머신 비전', '전후', '검사', '시스템', '비전', '스캐너', '제어', '경력자', '이해도', '자', '해외', '여행', '결격', '사유']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['마인드', '로직', '대화', '엔진', 'API', '연동', '안드로이드', '어플리케이션', '포함', '라이브러리', '구현', 'Android', '실무', '개발', '배포', '경력', 'Kotlin', '프로젝트', 'Java', '코드', '이해', '활용', '가능', '이해도', 'MVP', 'MVVM', '패턴', '플레이', '스토어', '출시', '운영', '경험']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['서버', '네트워크', '설정', '유지', '관리', 'AWS', '서비스', '인프라', '구축', '방화벽', '보안', '백업', '정책', '시스템', '모니터링', '장애', '대응', '대학', '졸업', '이상', '경력']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['앳트래커', '서비스', '웹', '프론트', '개발', '어드민', '이상', '관련', '기술 개발', '경력', 'React', '사용', '경험', 'HTML', 'CSS', 'W', 'C', '웹 표준', '지식', '반응', '페이지']","{'언어': [], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['Python', 'Machinelearning', '자연어 처리', '챗봇', '신경망', '구현', '의도', '파악', '맥락', '반영', '문장', '생성', 'Tensorflow', 'Pytorch', '프레임', '워크', '사용', '경험', '관련', '논문', '딥 러닝', '모델', '배포']","{'언어': ['Python'], '프레임워크': [], '라이브러리': ['Tensorflow'], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['가상', '남녀', '모바일', '앱', '서비스', '개발', '운영', '총괄', '기획', '조직', '역량', '강화', '기술', '전략', '로드맵', '수립', '실행', '창업자', '혁신', '문화', '구축', '동료', '동기', '부여', '도전', '목표', '설정', '달성', '리더십', '팀', '공동', '문제', '해결', '과정', '리드', '변화', '태도', '경험', '이상', '실무']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['데이터', '수집', '분석', '엔진', '개발', '검증', '개선', '업무', '용량', '트래픽', '처리', '인프라', '구축', 'REST', 'API 개발', 'python', '기반', '서비스', '경험', '이상', 'RDBMS', 'NoSQL', '사용', 'AWS', '관련', '기술 개발']","{'언어': ['python'], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['엔드', '프레임', '워크', '설계', '개발', '키오스크', 'V2', '스마트', '미러', '서버', '운영', '유지', '보수', 'DB', '쿼리', '작성', '요구사항', '분석', 'API', '배포', '모바일', 'APP', '연동', 'API 개발', 'Spring Boot', '기반', '아키텍처', 'Spring Data JPA', '사용', '경력', '이상', '이하', '학력', '대학교', '졸업']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['About', 'the', 'Role', 'AI', 'Metaverse', 'S', 'W', 'development', 'D', 'engine', 'plugin', 'Analysis', 'of', 'latest', 'technology', 'and', 'research', '담당', '업무', '개발', '3D', '연동', '최신', '기술', '분석', '제품', '적용', '최적', '방법', '연구', 'Basic', 'Qualifications', 'Age', 'Gender', 'Any', 'Master', 'degree', 'experience', 'over', 'years', 'Major', 'Electrical', 'Electronic', 'Engineering', 'computer', 'system', 'Owner', 'smooth', 'communication', 'skills', 'Experience', 'C', 'deep', 'learning', 'theory', 'algorithm', 'such', 'as', 'CNN', 'RNN', 'DNN', 'DBN', 'framework', 'Caffe', 'CNTK', 'TensorFlow', 'Theano', 'Torch', 'MXnet', 'Chainer', 'Keras', '지원', '자격', '학력', '대졸', '이상', '경력', '관련', '분야', '경험', '전기', '전자', '공학', '컴퓨터', '시스템', '계열', '전공', '딥 러닝', '이론', '알고리즘', '경험자', '프레임', '워크', 'Onnx', '사용', '가능', '원활', '의사소통', '커뮤니케이션', '능력', '소유자']","{'언어': [], '프레임워크': [], '라이브러리': ['TensorFlow', 'Keras'], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['주요', '업무', 'Digital', 'Twin', '플랫폼', '프론트', '엔드', '개발', '자격', '요건', 'React', '이용', '프로젝트', '경험', 'Restful API', '이해', 'Vanilla', 'Javascript', 'HTML5', 'CSS', '사용', '가능', '자료', '구조', '알고리즘', '지식', '정확', '커뮤니케이션', '협업', '능력', '경력', '이상']","{'언어': ['Javascript'], '프레임워크': ['React'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['About', 'the', 'Role', 'Standard', 'based', 'GPU', 'S', 'W', 'and', 'graphics', 'algorithm', 'development', 'Application', 'Video', 'conferencing', 'Media', 'framework', 'D', 'engine', 'link', 'plugin', '담당', '업무', '표준', '기반', 'SW', '최신', '기술', '분석', '응용', '어플리케이션', '개발', '3D', '연동', 'Basic', 'Qualifications', 'Age', 'Gender', 'Any', 'Master', 'degree', 'experience', 'over', 'years', 'Major', 'Electrical', 'Electronic', 'Engineering', 'computer', 'system', 'Owner', 'of', 'smooth', 'communication', 'skills', 'Experience', 'C', 'API', '지원', '자격', '학력', '대졸', '이상', '경력', '관련', '분야', '경험', '신입', '가능', '전기', '전자', '공학', '컴퓨터', '시스템', '계열', '전공', '설계', '구현', '경험자', '프로그램', '원활', '의사소통', '커뮤니케이션', '능력', '소유자']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['About', 'the', 'Role', 'Windows', 'Linux', 'base', 'Embedded', 'S', 'W', 'driver', 'firmware', 'boot', 'development', 'Video', 'Encoder', 'Decoder', 'Display', 'HDMI', 'SDK', 'FPGA', 'ASIC', 'verification', '담당', '업무', '개발', 'Basic', 'qualifications', 'Age', 'Gender', 'Any', 'University', 'graduate', 'or', 'higher', 'years', 'Major', 'Electrical', 'Electronic', 'Engineering', 'computer', 'system', 'Owner', 'of', 'smooth', 'communication', 'and', 'skills', 'Experience', 'C', '대졸', '이상', '관련', '분야', '경험', '프로그램', '가능']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['룰루', '랩', '모바일', 'APP', 'SDK', 'iOS', '설계', '개발', '테스트', '배포', '엔드', '서비스', '연동', '유지', '보수', '대학교', '졸업', '컴퓨터', '전공', '업무', '경력', '이상', 'Swift', 'SwiftUI', 'MVVM', '사용', '가능', 'RxSwift', 'Combine', 'async', 'await', '동기', '프로그램', '애플', '인터페이스', '가이드라인', '이해']","{'언어': [], '프레임워크': [], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['자사', '보유', 'Meta', '솔루션', '엔진', 'Back', 'End', '개발', 'Spring', 'MyBatis', 'JPA', 'Framework', '경험자', 'JAVA', '기반', '프로그래밍', '경험', '보유자', '이상', 'MySQL', 'Maria', 'DB', 'SQL', 'Server', 'RDBMS', '팀', '단위']","{'언어': ['JAVA'], '프레임워크': ['Spring'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['내용', '솔루션', '플랫폼', '웹', '서비스', '고도', '개발', '운영', 'FrontEnd', 'BackEnd', 'RESTful', 'API', '설계', 'Service', '연계', '기능', '학력', '경력', '신입', '경우', '이상', 'Spring', '프레임', '워크', 'Boot', '이용', 'Web', 'Application', '능력', '보유', 'WEB', 'WAS', 'Linux', 'DBMS', '사용', 'JAVA', 'HTML5', 'jQuery', '웹 개발']","{'언어': ['JAVA'], '프레임워크': ['Spring'], '라이브러리': [], '툴': []}"
"다음 단어들이 포함된 작업에서 어떤 기술 스택이 필요할까요? ['넷', '킬러', '클라우드', 'SaaS', '서비스', '하이브리드', '환경', '구축', '운영', '개선', '안정', '지원', '제품', '구글 워크스페이스', '컨설팅', '기술', '신입', 'Linux', 'Windows 서버', '기반', '기본', '지식', '보유', '네트워크', '전반', '스크립트', '언어', '활용', '능력', '영어', '가능', '경력', '관련', '퍼블릭', '경험자', 'GCP', 'AWS', 'Openstack', '체계', 'Win', 'svr', '데이터베이스', 'CloudSQL', 'Java', 'script', 'Shell']","{'언어': ['Java'], '프레임워크': [], '라이브러리': [], '툴': []}"
